"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","12.1.1.b","Boys registered in AFHC","M12 [Adolscent Health]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.2.2","Number of PW given TT2","M1 [Ante Natal Care (ANC)]","241","6","247","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","120","20","140","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","64","2","66","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","11077","12539","23616","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","0","60","60","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","9","0","9","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","1247","0","1247","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","155","NA","155","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","169","0","169","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","495","6","501","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","506","4","510","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","5","NA","5","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.12.4","Outborn - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","256","NA","256","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","403","NA","403","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","393","30","423","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","249","0","249","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","1","0","1","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","139","28","139","28"
"Assam","Cachar","Silchar Urban","2019-2020","April","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","144","0","144","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","642","0","642","0"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.4.4","Number of PW having severe anaemia (Hb<7) treated","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","221","176","397","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","231","173","404","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","402","0","402","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","56","31","87","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","239","0","239","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","1","0","0","1"
"Assam","Cachar","Silchar Urban","2019-2020","April","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","11","0","11","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","16.6","Total Facility Based Maternal Death Reviews (FBMDR) done","M16 [Details of deaths reported with probable causes:]","7","0","7","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","8.13","Number of Condom pieces distributed","M8 [Family Planning]","1075","0","250","825"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","266","0","266","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","8.17.3","Failures following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","192","15","207","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","0","29","29","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","99","5","104","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","231","0","231","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.5.4","Number of Maternal Deaths due to Obstructed/prolonged labour","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","16.2.1","Infant Deaths up to 4 weeks due to Sepsis","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","490","NA","490","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","25","NA","25","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","200","4","204","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","15","0","15","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","6","NA","6","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","259","30","289","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","364","0","188","176"
"Assam","Cachar","Silchar Urban","2019-2020","April","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","78","0","46","32"
"Assam","Cachar","Silchar Urban","2019-2020","April","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","224","107","8","323"
"Assam","Cachar","Silchar Urban","2019-2020","April","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","443","0","428","15"
"Assam","Cachar","Silchar Urban","2019-2020","April","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","22","0","22","0"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.17.1","Complications following male sterilization","M8 [Family Planning]","0","0","0","NA"
